ID,Name,Age,City,Salary
23587,Bob,23,Phoenix,70321.24
23588,Alice,41,New York,48763.9
23589,Eva,26,Phoenix,32540.44
23590,David,45,Los Angeles,31583.29
23591,David,56,Chicago,36359.66
23592,Charlie,30,Los Angeles,65918.88
23593,Bob,31,Los Angeles,72607.11
23594,Charlie,36,Chicago,71054.6
23595,Alice,51,New York,116136.91
23596,Bob,48,Phoenix,44739.57
23597,Alice,21,Los Angeles,110970.88
23598,Eva,24,Chicago,117204.56
23599,Alice,54,Houston,108510.77
23600,Alice,59,Houston,91469.73
23601,Bob,62,New York,104455.88
23602,David,21,New York,35353.76
23603,Alice,18,New York,55120.25
23604,David,26,New York,74796.33
23605,Bob,24,Los Angeles,85665.91
23606,Charlie,55,Phoenix,31140.58
23607,Bob,58,New York,34591.91
23608,Eva,34,Phoenix,72018.54
23609,Eva,39,Houston,45333.24
23610,Bob,54,Phoenix,83742.18
23611,Alice,35,Phoenix,41744.42
23612,Alice,48,Houston,104198.28
23613,Eva,48,Los Angeles,91360.3
23614,Eva,48,Los Angeles,76121.27
23615,Alice,48,New York,45587.24
23616,Bob,60,Los Angeles,69215.73
23617,Charlie,48,New York,104818.94
23618,Charlie,40,Houston,103177.71
23619,Charlie,40,Houston,43019.79
23620,Bob,41,New York,82963.67
23621,Eva,48,Los Angeles,79681.52
23622,David,27,New York,44602.64
23623,Eva,64,Houston,86402.4
23624,Bob,47,New York,99502.65
23625,David,41,Houston,105864.55
23626,Eva,24,Chicago,63629.73
23627,Charlie,45,New York,55706.84
23628,Charlie,64,New York,45916.03
23629,David,20,Houston,113315.8
23630,Charlie,25,New York,102498.64
23631,Charlie,37,Los Angeles,98995.15
23632,David,45,Los Angeles,59693.8
23633,Alice,22,Houston,99628.17
23634,Eva,33,New York,30994.21
23635,David,21,Houston,110067.02
23636,Alice,45,Chicago,114838.24
23637,David,58,New York,79659.48
23638,Charlie,24,Houston,62892.53
23639,David,53,Phoenix,79938.81
23640,David,30,Los Angeles,92156.67
23641,Bob,33,Houston,110181.45
23642,Charlie,19,Phoenix,40285.99
23643,Eva,31,Los Angeles,112107.91
23644,David,60,Phoenix,92987.92
23645,Alice,49,Los Angeles,78090.37
23646,Alice,26,Chicago,49835.72
23647,Eva,46,New York,70083.91
23648,David,33,New York,50519.42
23649,Bob,64,Houston,34852.78
23650,Eva,21,New York,63803.43
23651,Bob,38,Phoenix,55405.85
23652,David,30,New York,69069.34
23653,David,58,Los Angeles,51526.33
23654,Bob,37,Houston,79629.61
23655,Charlie,26,Phoenix,85298.21
23656,Charlie,47,Houston,57014.5
23657,David,53,New York,67409.39
23658,David,57,Houston,72879.29
23659,Alice,42,Los Angeles,113679.58
23660,Alice,19,Phoenix,91674.25
23661,Alice,45,New York,114100.81
23662,Bob,21,New York,91132.37
23663,Bob,54,Phoenix,31421.27
23664,David,50,New York,52316.85
23665,David,47,Phoenix,113092.41
23666,Charlie,28,Houston,37120.84
23667,Eva,57,Chicago,49241.75
23668,Eva,63,New York,93725.38
23669,Eva,23,Chicago,105894.3
23670,David,30,New York,98574.1
23671,Bob,61,Los Angeles,50807.58
23672,Charlie,47,Phoenix,101607.45
23673,Eva,39,Chicago,98441.78
23674,Eva,43,Chicago,50802.11
23675,Eva,41,Chicago,118123.68
23676,Alice,47,Chicago,85413.49
23677,Eva,35,Phoenix,75835.11
23678,David,54,New York,97657.68
23679,Charlie,61,New York,53222.37
23680,Eva,24,Phoenix,101167.78
23681,Eva,29,Chicago,83044.02
23682,Alice,28,Chicago,80801.23
23683,Alice,59,Houston,48136.14
23684,Eva,50,Los Angeles,71478.55
23685,Charlie,50,Phoenix,72912.78
23686,David,24,New York,118490.03
23687,Eva,24,New York,70728.72
23688,Charlie,64,Los Angeles,67631.38
23689,Bob,63,Los Angeles,119901.89
23690,Alice,19,Houston,49852.47
23691,Bob,26,Los Angeles,37663.32
23692,Bob,49,Phoenix,114826.58
23693,Eva,44,Los Angeles,60536.28
23694,David,26,Houston,40220.15
23695,David,29,Phoenix,87862.74
23696,Alice,41,Phoenix,42910.95
23697,Charlie,59,Houston,84437.76
23698,David,60,Houston,39893.52
23699,Alice,49,Chicago,64108.49
23700,Eva,58,Chicago,111681.21
23701,Eva,41,Phoenix,35663.6
23702,Eva,21,Phoenix,84971.04
23703,David,47,Houston,94140.18
23704,Eva,50,Phoenix,37447.71
23705,David,53,Chicago,85137.33
23706,Eva,41,New York,116519.3
23707,Bob,57,New York,41274.03
23708,Alice,23,New York,82341.5
23709,Charlie,43,Los Angeles,105210.63
23710,David,59,Chicago,104774.9
23711,Bob,41,Chicago,55534.66
23712,Alice,41,Houston,89926.52
23713,Alice,49,Los Angeles,81526.03
23714,Eva,32,New York,48358.07
23715,Eva,38,New York,40712.73
23716,Eva,52,Houston,71152.83
23717,Bob,61,Phoenix,81582.41
23718,Alice,21,Los Angeles,80576.51
23719,Alice,44,Phoenix,113773.43
23720,Eva,62,Phoenix,45375.37
23721,Alice,64,Houston,63955.99
23722,Charlie,43,Houston,99136.18
23723,Charlie,57,Los Angeles,90693.79
23724,Bob,63,Los Angeles,50296.24
23725,David,58,Chicago,112128.53
23726,Eva,63,Phoenix,40821.66
23727,David,55,Houston,87554.54
23728,David,60,New York,76448.95
23729,Alice,27,Phoenix,40474.22
23730,Charlie,46,New York,91749.55
23731,Bob,45,Los Angeles,40420.07
23732,Bob,18,Houston,60041.31
23733,David,36,Los Angeles,72961.03
23734,Charlie,62,Phoenix,75403.35
23735,Eva,31,Houston,33494.88
23736,David,31,Phoenix,92192.37
23737,Eva,23,Phoenix,44205.95
23738,Eva,22,Chicago,50585.29
23739,Eva,53,New York,102830.49
23740,Bob,51,New York,78655.42
23741,David,37,Chicago,60467.04
23742,David,57,New York,57785.58
23743,David,60,Phoenix,72635.51
23744,Eva,47,New York,118873.97
23745,Charlie,25,New York,82143.51
23746,David,52,New York,96781.24
23747,David,54,New York,103803.87
23748,Eva,19,Chicago,71387.19
23749,Charlie,31,Los Angeles,90202.44
23750,Eva,22,Houston,66206.12
23751,Alice,19,Houston,101669.1
23752,David,37,Chicago,103773.35
23753,Charlie,34,Houston,119565.01
23754,Eva,26,Los Angeles,113227.04
23755,Bob,41,Houston,31949.48
23756,David,44,Houston,70318.37
23757,Alice,28,Houston,109171.78
23758,Eva,45,Los Angeles,111191.33
23759,Charlie,33,Los Angeles,68136.42
23760,Bob,36,Chicago,30717.54
23761,Charlie,63,Los Angeles,63154.1
23762,Eva,43,New York,87998.09
23763,Charlie,28,Los Angeles,46025.04
23764,Bob,33,Phoenix,49368.46
23765,Charlie,37,New York,95746.49
23766,Eva,50,Houston,119915.79
23767,Eva,23,Chicago,77998.69
23768,Alice,45,New York,82586.65
23769,Bob,50,New York,68729.3
23770,Charlie,51,Chicago,93955.7
23771,Bob,25,Phoenix,64963.42
23772,Alice,34,Houston,69998.69
23773,Charlie,63,Phoenix,81007.1
23774,David,49,New York,113376.75
23775,David,20,New York,62305.58
23776,Alice,24,Chicago,86093.12
23777,Bob,55,Chicago,100625.98
23778,Alice,48,Houston,38760.88
23779,David,50,Chicago,35025.34
23780,Charlie,33,Los Angeles,110533.5
23781,Eva,19,Chicago,78650.4
23782,Charlie,45,Chicago,70631.9
23783,Charlie,53,Houston,89061.02
23784,Charlie,59,Phoenix,58737.21
23785,Bob,32,Phoenix,52034.57
23786,Bob,46,Houston,116614.92
23787,Alice,45,New York,115647.16
23788,Bob,25,Phoenix,52423.28
23789,Alice,45,Houston,85394.71
23790,Charlie,28,Los Angeles,82820.2
23791,Charlie,48,Los Angeles,96298.33
23792,Eva,62,Houston,99228.22
23793,Eva,38,Phoenix,108832.0
23794,Alice,50,Los Angeles,63117.6
23795,David,49,Phoenix,86095.99
23796,Bob,42,New York,100013.01
23797,David,44,Phoenix,83744.92
23798,Charlie,35,Los Angeles,115559.09
23799,Alice,55,Los Angeles,89031.83
23800,Charlie,46,Houston,118857.55
23801,Eva,53,Chicago,87237.35
23802,Alice,42,New York,34049.48
23803,Bob,58,New York,93391.33
23804,Eva,51,New York,56397.3
23805,Bob,35,Los Angeles,110832.46
23806,David,51,Phoenix,83047.08
23807,Charlie,47,New York,39609.04
23808,Charlie,56,Houston,105146.09
23809,Bob,42,Los Angeles,67115.78
23810,Alice,64,Phoenix,56517.87
23811,Alice,18,Houston,88803.69
23812,Eva,39,Houston,72643.92
23813,Bob,48,Los Angeles,91026.09
23814,David,24,New York,92997.65
23815,Charlie,39,Los Angeles,105091.63
23816,Bob,57,Phoenix,62335.97
23817,Charlie,61,Chicago,97703.06
23818,Alice,53,Phoenix,48557.07
23819,Eva,47,New York,100023.51
23820,Charlie,62,Chicago,41739.18
23821,Bob,53,Chicago,91647.3
23822,Alice,63,Los Angeles,49631.45
23823,Eva,60,Los Angeles,114874.08
23824,Alice,41,Los Angeles,76376.95
23825,David,50,Houston,79675.28
23826,Alice,47,Houston,66446.3
23827,Charlie,34,Chicago,78004.19
23828,Alice,22,Phoenix,69610.31
23829,David,25,Houston,115972.49
23830,Bob,22,Chicago,31250.92
23831,Charlie,50,Phoenix,39570.92
23832,Bob,22,New York,34242.72
23833,Eva,24,Los Angeles,42479.2
23834,Charlie,21,Chicago,31906.87
23835,David,26,Houston,94184.13
23836,Bob,30,Houston,31880.84
23837,Alice,46,New York,119143.93
23838,David,19,Phoenix,85699.17
23839,Charlie,51,Chicago,30289.15
23840,Bob,18,Los Angeles,82188.74
23841,Eva,21,Houston,112967.82
23842,David,54,Los Angeles,102536.33
23843,Bob,50,Chicago,61768.43
23844,David,59,Los Angeles,78436.97
23845,David,37,Phoenix,95643.31
23846,Eva,53,Houston,51207.9
23847,Alice,43,New York,84513.03
23848,David,44,Los Angeles,41647.53
23849,Eva,29,Chicago,60828.01
23850,Bob,50,Phoenix,100198.28
23851,Charlie,26,Houston,81413.78
23852,Bob,42,New York,58586.99
23853,Eva,63,Los Angeles,88954.8
23854,David,33,Chicago,63975.27
23855,Charlie,29,New York,93310.32
23856,David,63,Chicago,76353.23
23857,David,36,New York,53278.8
23858,Eva,45,New York,54102.65
23859,Eva,39,New York,97418.03
23860,Alice,43,Phoenix,65269.78
23861,Bob,51,Houston,89733.63
23862,Charlie,28,Los Angeles,93691.84
23863,Charlie,60,Los Angeles,70071.48
23864,Eva,45,Los Angeles,79597.85
23865,David,51,Chicago,39188.05
23866,Bob,59,Los Angeles,74008.25
23867,Eva,33,Los Angeles,43056.87
23868,Bob,42,Houston,50491.62
23869,Bob,39,Phoenix,100282.19
23870,Eva,43,New York,43601.53
23871,David,48,New York,118610.54
23872,Eva,63,Phoenix,39416.88
23873,Bob,26,Los Angeles,84781.62
23874,Bob,20,Phoenix,52686.48
23875,Eva,22,Los Angeles,96056.04
23876,Alice,18,Houston,85265.35
23877,David,58,Chicago,78638.45
23878,Eva,37,Chicago,105388.88
23879,Alice,23,Los Angeles,118667.55
23880,Eva,40,Houston,43024.32
23881,Bob,18,Los Angeles,86871.65
23882,Eva,54,Houston,33111.94
23883,Eva,53,Houston,36930.49
23884,Eva,52,Chicago,73760.79
23885,Eva,57,New York,117633.18
23886,David,28,Houston,75920.12
23887,Charlie,38,Houston,82830.78
23888,Charlie,32,Chicago,99374.11
23889,Alice,22,Houston,63331.93
23890,Alice,63,Phoenix,55395.49
23891,Eva,43,Houston,96426.47
23892,Alice,46,New York,113161.88
23893,Charlie,52,New York,65670.13
23894,David,55,Houston,67606.66
23895,David,27,Chicago,98782.87
23896,David,50,Chicago,69863.48
23897,Bob,51,New York,40803.88
23898,Charlie,64,Los Angeles,85255.87
23899,Bob,48,Houston,104423.66
23900,Charlie,57,New York,44588.71
23901,Eva,22,Houston,104423.56
23902,Bob,37,Houston,62906.05
23903,Charlie,55,Phoenix,116193.86
23904,Bob,55,Chicago,80710.23
23905,Bob,63,Chicago,55911.79
23906,Charlie,63,Phoenix,58250.52
23907,Bob,47,New York,71493.28
23908,David,27,Chicago,61236.89
23909,Eva,30,Los Angeles,96361.85
23910,Bob,46,Chicago,95024.0
23911,Eva,41,Chicago,47902.44
23912,David,42,Phoenix,35933.39
23913,Bob,19,Phoenix,35184.2
23914,Charlie,36,Los Angeles,104256.64
23915,Alice,25,Houston,63788.24
23916,Charlie,53,Phoenix,60145.81
23917,Charlie,36,Phoenix,86630.68
23918,David,47,Houston,62323.72
23919,Bob,35,Los Angeles,30369.62
23920,Charlie,57,Phoenix,74255.43
23921,Charlie,48,Houston,78113.02
23922,Alice,57,New York,113906.33
23923,Charlie,26,Chicago,85238.6
23924,Bob,45,New York,66750.62
23925,Alice,21,Chicago,59095.83
23926,Charlie,49,Houston,39214.06
23927,Charlie,61,Houston,114212.45
23928,Eva,32,Houston,113793.83
23929,Alice,39,New York,106614.37
23930,Bob,23,New York,107807.05
23931,Alice,64,Houston,40788.44
23932,Alice,50,Chicago,71386.78
23933,David,19,Houston,109193.34
23934,Bob,25,Los Angeles,72654.2
23935,Bob,26,Chicago,41264.03
23936,Bob,43,New York,52192.55
23937,Bob,44,Los Angeles,82037.62
23938,David,55,Houston,46113.21
23939,Alice,55,New York,83893.18
23940,Bob,47,Phoenix,42760.14
23941,David,41,Los Angeles,102368.63
23942,Eva,18,Houston,82430.54
23943,Alice,36,Phoenix,111712.2
23944,Bob,19,Chicago,90485.27
23945,Alice,43,Chicago,105651.71
23946,Bob,44,New York,88207.15
23947,Bob,29,Los Angeles,83729.21
23948,Charlie,36,Houston,62500.37
23949,David,23,Houston,105102.92
23950,Bob,23,Los Angeles,57314.08
23951,Alice,53,Phoenix,84221.81
23952,Bob,62,Los Angeles,79822.44
23953,David,31,Chicago,51850.48
23954,Bob,46,Chicago,87394.51
23955,David,61,Phoenix,30483.97
23956,David,45,Los Angeles,113265.89
23957,David,58,Los Angeles,89555.51
23958,Alice,57,New York,52095.27
23959,Bob,37,Phoenix,100640.2
23960,Alice,41,Phoenix,53112.91
23961,David,30,Houston,91280.38
23962,Eva,60,Chicago,61572.68
23963,Eva,61,Houston,75308.24
23964,Charlie,50,Phoenix,75203.37
23965,David,26,New York,40259.0
23966,Eva,18,Phoenix,89036.47
23967,Alice,47,Los Angeles,81107.82
23968,Eva,42,Phoenix,62511.85
23969,Eva,36,Houston,70567.02
23970,Charlie,21,New York,67079.84
23971,Charlie,20,New York,98354.35
23972,Alice,49,Chicago,112127.9
23973,Eva,45,Phoenix,69722.67
23974,Charlie,33,Houston,64365.06
23975,Charlie,49,Houston,68213.53
23976,David,24,Chicago,101982.24
23977,Bob,54,Los Angeles,117695.92
23978,Charlie,24,Houston,107017.93
23979,David,48,Los Angeles,96916.33
23980,Alice,34,Houston,48520.45
23981,Eva,24,New York,82153.13
23982,Eva,31,New York,48219.95
23983,Eva,41,Los Angeles,117090.16
23984,Bob,40,Phoenix,119504.22
23985,Alice,49,Phoenix,115896.99
23986,Eva,37,Chicago,64910.07
23987,Alice,28,Houston,116932.92
23988,Charlie,22,Phoenix,114860.57
23989,Charlie,34,Chicago,85244.67
23990,Charlie,21,Los Angeles,54514.09
23991,Charlie,30,Chicago,49142.85
23992,David,29,Houston,38064.31
23993,Charlie,46,New York,43323.25
23994,Eva,19,Houston,58034.03
23995,Charlie,34,Los Angeles,107440.66
23996,Bob,51,Chicago,107437.23
23997,David,51,Chicago,50510.17
23998,Eva,60,Chicago,57034.12
23999,Alice,51,Phoenix,101279.82
24000,Eva,44,Phoenix,89931.68
24001,Bob,57,Houston,69892.29
24002,Charlie,41,Houston,31348.81
24003,Bob,56,Chicago,78756.01
24004,Alice,19,Phoenix,116640.12
24005,Alice,43,New York,32024.17
24006,Bob,33,Houston,48049.71
24007,Charlie,41,Chicago,96524.3
24008,Eva,63,Los Angeles,105481.49
24009,Eva,50,Chicago,101014.9
24010,Alice,54,Chicago,107898.74
24011,Bob,39,Phoenix,63095.8
24012,Eva,49,New York,113400.69
24013,Bob,35,Chicago,110619.79
24014,David,62,Chicago,70360.79
24015,Eva,57,Chicago,49450.61
24016,Eva,30,Houston,64136.07
24017,Charlie,24,Phoenix,68238.5
24018,Charlie,39,Phoenix,92057.9
24019,Bob,36,Chicago,115891.1
24020,Alice,61,New York,48834.32
24021,Alice,33,Chicago,32395.91
24022,Charlie,30,New York,97238.15
24023,Alice,25,New York,112694.97
24024,Charlie,57,Phoenix,97877.68
24025,Bob,48,Chicago,79406.34
24026,Charlie,49,Chicago,106452.62
24027,Bob,20,Phoenix,98842.49
24028,Alice,37,Los Angeles,40679.55
24029,Alice,64,Houston,58289.57
24030,David,48,Houston,105598.13
24031,Eva,29,Phoenix,46353.12
24032,David,29,Phoenix,110114.65
24033,Eva,60,Phoenix,50323.94
24034,David,22,Houston,51983.06
24035,Eva,61,New York,114922.01
24036,Bob,57,Phoenix,86978.67
24037,Eva,34,Los Angeles,61707.46
24038,Eva,53,Phoenix,116175.13
24039,Eva,47,Chicago,71188.75
24040,Eva,41,New York,118776.07
24041,Eva,22,Houston,104552.32
24042,Eva,63,Los Angeles,77080.96
24043,Eva,41,Chicago,78870.58
24044,David,25,Los Angeles,90821.95
24045,Bob,37,Los Angeles,42468.86
24046,Bob,64,Chicago,113456.82
24047,Bob,52,Houston,74823.97
24048,Eva,62,Phoenix,47673.79
24049,Charlie,56,New York,116002.24
24050,Bob,45,Chicago,95407.39
24051,Charlie,55,New York,105902.21
24052,David,27,Los Angeles,63091.78
24053,David,56,Houston,79027.2
24054,Eva,42,Chicago,90448.04
24055,Alice,47,New York,38776.09
24056,David,42,Phoenix,116367.19
24057,Bob,42,Phoenix,74710.18
24058,Alice,58,New York,104497.24
24059,Charlie,53,New York,86512.24
24060,Bob,57,Phoenix,107227.62
24061,Bob,34,Houston,80048.86
24062,Bob,53,New York,59204.61
24063,Bob,52,Chicago,105737.16
24064,David,32,Los Angeles,56631.8
24065,Charlie,57,Phoenix,42978.27
24066,David,42,New York,72483.01
24067,Alice,55,Los Angeles,102247.91
24068,Eva,42,New York,41868.13
24069,Charlie,42,Chicago,70771.01
24070,Eva,40,Chicago,77896.02
24071,Bob,27,Chicago,46662.04
24072,Charlie,26,Phoenix,100389.4
24073,Eva,49,Chicago,61775.81
24074,Alice,63,Houston,87443.21
24075,Charlie,49,Chicago,65787.07
24076,Charlie,62,Phoenix,60121.85
24077,Alice,46,Chicago,116986.88
24078,David,39,New York,66322.39
24079,Charlie,56,Phoenix,74244.51
24080,David,52,Houston,53784.69
24081,Bob,21,Phoenix,39564.07
24082,David,24,Houston,77243.61
24083,Eva,55,Los Angeles,68525.73
24084,Bob,24,Houston,84254.83
24085,David,40,Los Angeles,102818.96
24086,Eva,19,Chicago,105863.14
24087,Alice,38,Phoenix,68627.14
24088,Eva,22,Phoenix,77386.87
24089,David,29,Houston,59338.77
24090,Eva,62,Houston,95995.76
24091,Charlie,51,New York,35570.06
24092,Bob,55,Houston,57086.6
24093,Charlie,33,New York,59659.39
24094,Eva,39,Chicago,34449.76
24095,David,56,Chicago,70961.46
24096,Charlie,59,Chicago,53353.64
24097,David,24,Phoenix,119893.99
24098,Charlie,63,Phoenix,84959.61
24099,David,36,New York,68665.83
24100,David,56,Los Angeles,65010.93
24101,Bob,18,Houston,110506.04
24102,Eva,59,New York,115478.46
24103,Alice,50,Chicago,88695.22
24104,Alice,55,Houston,115779.56
24105,Eva,20,Los Angeles,80585.46
24106,Eva,25,New York,109553.15
24107,Charlie,60,Houston,48698.19
24108,Eva,64,New York,36622.01
24109,Eva,23,Chicago,112158.79
24110,David,45,Phoenix,105743.8
24111,Alice,35,Phoenix,99440.26
24112,Bob,34,Houston,84372.79
24113,Charlie,29,Houston,55204.24
24114,Alice,37,New York,63838.09
24115,Alice,60,Los Angeles,102152.71
24116,Charlie,50,Chicago,46991.17
24117,David,27,Chicago,71634.91
24118,Charlie,45,Chicago,99232.66
24119,Charlie,64,Houston,112319.3
24120,Alice,44,Houston,39265.14
24121,Alice,34,Phoenix,61295.76
24122,Alice,25,Chicago,75764.58
24123,Charlie,56,Los Angeles,41317.01
24124,Charlie,43,Phoenix,74323.02
24125,Eva,62,Phoenix,119300.64
24126,Eva,59,Houston,40584.62
24127,Alice,27,Los Angeles,75040.55
24128,Bob,22,New York,47502.8
24129,Eva,33,Los Angeles,101783.89
24130,Eva,64,Houston,46766.64
24131,Alice,21,New York,109559.15
24132,Eva,50,Houston,59689.29
24133,Charlie,50,Chicago,100871.67
24134,Eva,56,Chicago,67218.92
24135,Alice,57,New York,58494.35
24136,Bob,62,Phoenix,38608.06
24137,Bob,37,Los Angeles,89050.39
24138,Eva,61,New York,78487.97
24139,Eva,43,Phoenix,92079.02
24140,David,25,Chicago,70783.38
24141,Bob,56,Chicago,89544.73
24142,Charlie,40,Los Angeles,101754.52
24143,Eva,40,Los Angeles,117861.99
24144,David,57,Chicago,65070.82
24145,Bob,27,Phoenix,98699.39
24146,Eva,43,Chicago,103549.2
24147,Eva,49,Phoenix,81524.25
24148,Charlie,53,New York,45236.69
24149,Bob,62,Los Angeles,79275.01
24150,Eva,23,Chicago,105636.34
24151,Bob,26,Phoenix,93895.6
24152,Alice,47,Phoenix,108188.19
24153,Alice,26,Houston,35384.73
24154,Charlie,27,Phoenix,43107.0
24155,Eva,24,New York,70309.44
24156,Bob,64,Los Angeles,72886.14
24157,David,21,Los Angeles,101436.43
24158,Eva,41,Phoenix,52277.95
24159,Eva,26,Houston,108402.64
24160,Alice,56,Los Angeles,93896.4
24161,Alice,40,Los Angeles,74316.64
24162,Charlie,58,Phoenix,100725.19
24163,Charlie,62,Chicago,39114.39
24164,Eva,48,Phoenix,114052.82
24165,Bob,23,Los Angeles,30430.12
24166,Eva,21,Los Angeles,45861.32
24167,Alice,28,Los Angeles,85043.44
24168,Eva,20,Los Angeles,118902.52
24169,Bob,23,New York,92547.62
24170,David,62,Houston,111761.23
24171,Bob,18,Los Angeles,73845.46
24172,Charlie,41,Phoenix,53405.76
24173,Bob,19,Los Angeles,76641.98
24174,Eva,26,Chicago,114279.58
24175,David,60,Houston,92398.61
24176,David,27,New York,37060.14
24177,Charlie,53,Chicago,52478.39
24178,Bob,29,Los Angeles,78272.98
24179,Bob,28,Chicago,60208.42
24180,Eva,24,Los Angeles,55977.05
24181,Alice,57,Chicago,96694.25
24182,Bob,37,New York,86829.43
24183,Charlie,46,New York,88443.62
24184,Bob,50,Phoenix,44724.96
24185,David,46,Chicago,90031.01
24186,Bob,22,Phoenix,106303.82
24187,Charlie,41,Chicago,56008.65
24188,Bob,19,Los Angeles,44824.02
24189,Bob,33,Chicago,91575.64
24190,Alice,23,Phoenix,76785.75
24191,David,64,New York,68866.32
24192,Eva,62,Phoenix,70504.99
24193,Alice,64,Chicago,44935.34
24194,Charlie,27,Phoenix,39122.97
24195,Bob,53,Los Angeles,105043.84
24196,Eva,26,Phoenix,115150.39
24197,Eva,55,Phoenix,110056.52
24198,Charlie,36,Chicago,41813.59
24199,David,31,New York,73141.59
24200,Eva,21,Chicago,70300.63
24201,Eva,57,Los Angeles,57179.12
24202,David,21,Houston,92022.95
24203,Charlie,23,Houston,44911.78
24204,David,44,Chicago,66231.97
24205,Alice,60,Phoenix,95107.77
24206,Eva,20,Chicago,98325.47
24207,Eva,64,Phoenix,81056.11
24208,Charlie,25,New York,91957.25
24209,David,61,Houston,36037.76
24210,David,45,Phoenix,43027.28
24211,David,55,Houston,61866.56
24212,Bob,32,Chicago,37763.25
24213,Charlie,64,Chicago,53384.87
24214,Bob,44,Phoenix,93241.76
24215,Alice,27,Phoenix,78918.77
24216,Eva,30,New York,64163.59
24217,Alice,33,Houston,51116.44
24218,Charlie,38,Chicago,101482.43
24219,Charlie,38,Phoenix,63510.18
24220,Alice,40,Los Angeles,94275.29
24221,Bob,28,Houston,83126.04
24222,Alice,44,Houston,73333.62
24223,Charlie,33,Los Angeles,58142.31
24224,Eva,32,Houston,43460.78
24225,Bob,57,New York,47866.4
24226,Alice,55,Los Angeles,104862.19
24227,Charlie,28,Houston,42387.72
24228,Charlie,40,New York,67633.48
24229,Bob,43,Chicago,58938.45
24230,Bob,36,Phoenix,76748.39
24231,Eva,32,Phoenix,111219.3
24232,Charlie,28,Los Angeles,116828.43
24233,David,60,Houston,54912.01
24234,Alice,33,New York,94701.74
24235,David,48,Houston,109709.01
24236,Charlie,19,Los Angeles,116507.59
24237,Charlie,25,Los Angeles,74063.17
24238,Charlie,49,Chicago,62294.77
24239,Eva,63,Los Angeles,109476.49
24240,Charlie,63,Los Angeles,36234.29
24241,Bob,56,Houston,112873.28
24242,Alice,45,Houston,59884.72
24243,Charlie,56,Phoenix,78400.51
24244,Charlie,44,New York,85112.77
24245,Alice,47,Los Angeles,105403.47
24246,Bob,39,Los Angeles,54554.3
24247,Charlie,59,Phoenix,111740.47
24248,Eva,32,Phoenix,95277.24
24249,Bob,30,Chicago,107971.09
24250,Charlie,37,New York,66597.66
24251,Bob,36,Chicago,98071.96
24252,Eva,39,New York,45409.52
24253,David,28,Los Angeles,67731.97
24254,Alice,63,Houston,53318.23
24255,Charlie,21,Los Angeles,75525.87
24256,David,41,New York,91312.31
24257,David,61,Houston,109338.89
24258,Bob,63,Chicago,47330.47
24259,Bob,22,Phoenix,71438.08
24260,Alice,22,Chicago,62319.85
24261,Bob,30,Los Angeles,67637.32
24262,Eva,36,Chicago,34903.33
24263,Bob,35,Phoenix,49904.81
24264,Charlie,22,Phoenix,80065.78
24265,Alice,21,Phoenix,116735.73
24266,Eva,27,Los Angeles,81491.21
24267,Charlie,56,Los Angeles,84005.06
24268,David,23,Houston,56620.12
24269,Bob,41,New York,57472.38
24270,Alice,35,Houston,60249.53
24271,David,55,Phoenix,81911.1
24272,Bob,40,New York,109311.06
24273,David,18,New York,65730.24
24274,Eva,58,Phoenix,108609.65
24275,Alice,57,Los Angeles,98588.15
24276,Alice,61,New York,92521.17
24277,Alice,29,Houston,55494.85
24278,Alice,36,New York,51132.23
24279,Alice,21,Chicago,92841.24
24280,Eva,34,Chicago,53723.73
24281,Charlie,56,Phoenix,95939.42
24282,Bob,33,Los Angeles,99517.17
24283,Charlie,22,New York,89478.04
24284,Bob,41,Houston,97139.54
24285,Alice,43,Chicago,54415.53
24286,Bob,34,Phoenix,35320.39
24287,Bob,52,Los Angeles,115215.84
24288,Charlie,62,Houston,92206.84
24289,Charlie,62,Houston,95838.03
24290,Charlie,26,Houston,49965.57
24291,Bob,23,Los Angeles,104586.27
24292,Alice,31,New York,99718.19
24293,Alice,36,Chicago,64996.8
24294,Eva,52,New York,93733.04
24295,David,22,Houston,99616.71
24296,Alice,56,New York,67500.72
24297,Bob,34,Houston,102341.18
24298,Eva,53,Phoenix,69373.69
24299,Eva,29,Chicago,58572.69
24300,Bob,31,Houston,88076.95
24301,Alice,38,Los Angeles,90643.02
24302,Eva,28,Chicago,116104.16
24303,David,24,Chicago,85809.18
24304,Charlie,61,New York,75016.43
24305,Charlie,51,Los Angeles,104828.64
24306,Bob,50,Houston,116087.02
24307,Bob,35,Chicago,100884.76
24308,David,58,Houston,108454.05
24309,Bob,24,New York,78750.05
24310,Alice,29,Los Angeles,92954.52
24311,Bob,44,Houston,42959.52
24312,Charlie,46,Los Angeles,111318.54
24313,David,32,Houston,91451.47
24314,Eva,46,Houston,58497.72
24315,Eva,58,Houston,52165.09
24316,Alice,63,Houston,35923.99
24317,David,57,Los Angeles,32562.3
24318,Bob,35,New York,92516.1
24319,David,40,New York,75329.23
24320,Eva,40,Chicago,79275.95
24321,Eva,41,Chicago,100358.88
24322,Bob,27,Phoenix,90256.6
24323,Bob,46,Chicago,112372.23
24324,David,41,Chicago,110826.53
24325,David,46,Phoenix,100562.37
24326,Alice,30,Los Angeles,84536.4
24327,Alice,57,Phoenix,76170.55
24328,Charlie,26,Chicago,86081.94
24329,Alice,24,Chicago,78045.36
